level_id,category,status,target_iou,secondary_target_iou,shadow_retention,player_target_iou,vertices,triangles,components,boundary_edges,nonmanifold_edges,degenerate_triangles,generation_seconds,warnings
A_cat_blocks,A,PASS,0.9613778837300236,,1.0,0.6997142099525647,38154,76304,1,0,0,0,5.40746541200042,
B_bird_organic,B,PASS,0.9546715457711149,,1.0,0.29771888802286306,18432,36860,1,0,0,0,2.0038330150000547,
C_elephant_ribbon,C,PASS,0.9638306171983356,,1.0,0.591531359439669,26040,52076,1,0,0,0,1.6522021909995601,
D1_fish_disc_rod,D1,PASS,0.9587859469585762,,1.0,0.5460150161759619,21206,42408,1,0,0,0,1.3553663829998186,
D2_horse_tubular,D2,PASS,0.9450492801296135,,1.0,0.41073063160522594,24886,49768,1,0,0,0,1.6784044619998895,
D3_cat_ribs,D3,PASS,0.9614637469095313,,1.0,0.6995018091038062,24756,49508,1,0,0,0,1.617696619000526,
E_teapot_stack,E,PASS,0.9659369157469393,,1.0,0.28755730888154385,28378,56744,3,0,0,0,1.755275344000438,
F_elephant_dual,F,PASS,0.9671497270600468,0.9683231429686484,1.0,0.5683938210492276,45418,90832,1,0,0,0,2.9811656809997658,
